
210123	210100	3	district	康平县	210000,210100,210123	辽宁省,沈阳市,康平县	辽宁省	沈阳市	康平县	123.352703	42.741533
210124	210100	3	district	法库县	210000,210100,210124	辽宁省,沈阳市,法库县	辽宁省	沈阳市	法库县	123.416722	42.507045
210104	210100	3	district	大东区	210000,210100,210104	辽宁省,沈阳市,大东区	辽宁省	沈阳市	大东区	123.469956	41.808503
210103	210100	3	district	沈河区	210000,210100,210103	辽宁省,沈阳市,沈河区	辽宁省	沈阳市	沈河区	123.445696	41.795591
210106	210100	3	district	铁西区	210000,210100,210106	辽宁省,沈阳市,铁西区	辽宁省	沈阳市	铁西区	123.350664	41.787808
210115	210100	3	district	辽中区	210000,210100,210115	辽宁省,沈阳市,辽中区	辽宁省	沈阳市	辽中区	122.731269	41.512725
210113	210100	3	district	沈北新区	210000,210100,210113	辽宁省,沈阳市,沈北新区	辽宁省	沈阳市	沈北新区	123.521471	42.052312
210112	210100	3	district	浑南区	210000,210100,210112	辽宁省,沈阳市,浑南区	辽宁省	沈阳市	浑南区	123.458981	41.741946
210400	210000	2	city	抚顺市	210000,210400	辽宁省,抚顺市	辽宁省	抚顺市		123.921109	41.875956
210422	210400	3	district	新宾满族自治县	210000,210400,210422	辽宁省,抚顺市,新宾满族自治县	辽宁省	抚顺市	新宾满族自治县	125.037547	41.732456
210423	210400	3	district	清原满族自治县	210000,210400,210423	辽宁省,抚顺市,清原满族自治县	辽宁省	抚顺市	清原满族自治县	124.927192	42.10135
210404	210400	3	district	望花区	210000,210400,210404	辽宁省,抚顺市,望花区	辽宁省	抚顺市	望花区	123.801509	41.851803
210402	210400	3	district	新抚区	210000,210400,210402	辽宁省,抚顺市,新抚区	辽宁省	抚顺市	新抚区	123.902858	41.86082
210403	210400	3	district	东洲区	210000,210400,210403	辽宁省,抚顺市,东洲区	辽宁省	抚顺市	东洲区	124.047219	41.866829
210411	210400	3	district	顺城区	210000,210400,210411	辽宁省,抚顺市,顺城区	辽宁省	抚顺市	顺城区	123.917165	41.881132
210421	210400	3	district	抚顺县	210000,210400,210421	辽宁省,抚顺市,抚顺县	辽宁省	抚顺市	抚顺县	124.097979	41.922644
210200	210000	2	city	大连市	210000,210200	辽宁省,大连市	辽宁省	大连市		121.618622	38.91459
210281	210200	3	district	瓦房店市	210000,210200,210281	辽宁省,大连市,瓦房店市	辽宁省	大连市	瓦房店市	122.002656	39.63065
210283	210200	3	district	庄河市	210000,210200,210283	辽宁省,大连市,庄河市	辽宁省	大连市	庄河市	122.970612	39.69829
210213	210200	3	district	金州区	210000,210200,210213	辽宁省,大连市,金州区	辽宁省	大连市	金州区	121.789413	39.052745
210214	210200	3	district	普兰店区	210000,210200,210214	辽宁省,大连市,普兰店区	辽宁省	大连市	普兰店区	121.9705	39.401555
210224	210200	3	district	长海县	210000,210200,210224	辽宁省,大连市,长海县	辽宁省	大连市	长海县	122.587824	39.272399
210212	210200	3	district	旅顺口区	210000,210200,210212	辽宁省,大连市,旅顺口区	辽宁省	大连市	旅顺口区	121.26713	38.812043
210211	210200	3	district	甘井子区	210000,210200,210211	辽宁省,大连市,甘井子区	辽宁省	大连市	甘井子区	121.582614	38.975148
210202	210200	3	district	中山区	210000,210200,210202	辽宁省,大连市,中山区	辽宁省	大连市	中山区	121.64376	38.921553
210203	210200	3	district	西岗区	210000,210200,210203	辽宁省,大连市,西岗区	辽宁省	大连市	西岗区	121.616112	38.914266
210204	210200	3	district	沙河口区	210000,210200,210204	辽宁省,大连市,沙河口区	辽宁省	大连市	沙河口区	121.593702	38.912859
211200	210000	2	city	铁岭市	210000,211200	辽宁省,铁岭市	辽宁省	铁岭市		123.844279	42.290585
211282	211200	3	district	开原市	210000,211200,211282	辽宁省,铁岭市,开原市	辽宁省	铁岭市	开原市	124.045551	42.542141
211204	211200	3	district	清河区	210000,211200,211204	辽宁省,铁岭市,清河区	辽宁省	铁岭市	清河区	124.14896	42.542978
211281	211200	3	district	调兵山市	210000,211200,211281	辽宁省,铁岭市,调兵山市	辽宁省	铁岭市	调兵山市	123.545366	42.450734
211221	211200	3	district	铁岭县	210000,211200,211221	辽宁省,铁岭市,铁岭县	辽宁省	铁岭市	铁岭县	123.725669	42.223316
211202	211200	3	district	银州区	210000,211200,211202	辽宁省,铁岭市,银州区	辽宁省	铁岭市	银州区	123.844877	42.292278
211223	211200	3	district	西丰县	210000,211200,211223	辽宁省,铁岭市,西丰县	辽宁省	铁岭市	西丰县	124.72332	42.738091
211224	211200	3	district	昌图县	210000,211200,211224	辽宁省,铁岭市,昌图县	辽宁省	铁岭市	昌图县	124.11017	42.784441
210900	210000	2	city	阜新市	210000,210900	辽宁省,阜新市	辽宁省	阜新市		121.648962	42.011796
210904	210900	3	district	太平区	210000,210900,210904	辽宁省,阜新市,太平区	辽宁省	阜新市	太平区	121.677575	42.011145
210905	210900	3	district	清河门区	210000,210900,210905	辽宁省,阜新市,清河门区	辽宁省	阜新市	清河门区	121.42018	41.780477
210921	210900	3	district	阜新蒙古族自治县	210000,210900,210921	辽宁省,阜新市,阜新蒙古族自治县	辽宁省	阜新市	阜新蒙古族自治县	121.743125	42.058607
210903	210900	3	district	新邱区	210000,210900,210903	辽宁省,阜新市,新邱区	辽宁省	阜新市	新邱区	121.790541	42.086603
210922	210900	3	district	彰武县	210000,210900,210922	辽宁省,阜新市,彰武县	辽宁省	阜新市	彰武县	122.537444	42.384823
210911	210900	3	district	细河区	210000,210900,210911	辽宁省,阜新市,细河区	辽宁省	阜新市	细河区	121.654791	42.019218
210902	210900	3	district	海州区	210000,210900,210902	辽宁省,阜新市,海州区	辽宁省	阜新市	海州区	121.657639	42.011162
211100	210000	2	city	盘锦市	210000,211100	辽宁省,盘锦市	辽宁省	盘锦市		122.06957	41.124484
211104	211100	3	district	大洼区	210000,211100,211104	辽宁省,盘锦市,大洼区	辽宁省	盘锦市	大洼区	122.071708	40.994428
211122	211100	3	district	盘山县	210000,211100,211122	辽宁省,盘锦市,盘山县	辽宁省	盘锦市	盘山县	121.98528	41.240701
211103	211100	3	district	兴隆台区	210000,211100,211103	辽宁省,盘锦市,兴隆台区	辽宁省	盘锦市	兴隆台区	122.071624	41.122423
211102	211100	3	district	双台子区	210000,211100,211102	辽宁省,盘锦市,双台子区	辽宁省	盘锦市	双台子区	122.055733	41.190365
210500	210000	2	city	本溪市	210000,210500	辽宁省,本溪市	辽宁省	本溪市		123.770519	41.297909
210522	210500	3	district	桓仁满族自治县	210000,210500,210522	辽宁省,本溪市,桓仁满族自治县	辽宁省	本溪市	桓仁满族自治县	125.359195	41.268997
210503	210500	3	district	溪湖区	210000,210500,210503	辽宁省,本溪市,溪湖区	辽宁省	本溪市	溪湖区	123.765226	41.330056
210505	210500	3	district	南芬区	210000,210500,210505	辽宁省,本溪市,南芬区	辽宁省	本溪市	南芬区	123.748381	41.104093
210502	210500	3	district	平山区	210000,210500,210502	辽宁省,本溪市,平山区	辽宁省	本溪市	平山区	123.761231	41.291581
210504	210500	3	district	明山区	210000,210500,210504	辽宁省,本溪市,明山区	辽宁省	本溪市	明山区	123.763288	41.302429
210521	210500	3	district	本溪满族自治县	210000,210500,210521	辽宁省,本溪市,本溪满族自治县	辽宁省	本溪市	本溪满族自治县	124.126156	41.300344
211000	210000	2	city	辽阳市	210000,211000	辽宁省,辽阳市	辽宁省	辽阳市		123.18152	41.269402
211002	211000	3	district	白塔区	210000,211000,211002	辽宁省,辽阳市,白塔区	辽宁省	辽阳市	白塔区	123.172611	41.26745
211003	211000	3	district	文圣区	210000,211000,211003	辽宁省,辽阳市,文圣区	辽宁省	辽阳市	文圣区	123.188227	41.266765
211021	211000	3	district	辽阳县	210000,211000,211021	辽宁省,辽阳市,辽阳县	辽宁省	辽阳市	辽阳县	123.079674	41.216479
211004	211000	3	district	宏伟区	210000,211000,211004	辽宁省,辽阳市,宏伟区	辽宁省	辽阳市	宏伟区	123.200461	41.205747
211011	211000	3	district	太子河区	210000,211000,211011	辽宁省,辽阳市,太子河区	辽宁省	辽阳市	太子河区	123.185336	41.251682
211081	211000	3	district	灯塔市	210000,211000,211081	辽宁省,辽阳市,灯塔市	辽宁省	辽阳市	灯塔市	123.325864	41.427836
211005	211000	3	district	弓长岭区	210000,211000,211005	辽宁省,辽阳市,弓长岭区	辽宁省	辽阳市	弓长岭区	123.431633	41.157831
210300	210000	2	city	鞍山市	210000,210300	辽宁省,鞍山市	辽宁省	鞍山市		122.995632	41.110626
210321	210300	3	district	台安县	210000,210300,210321	辽宁省,鞍山市,台安县	辽宁省	鞍山市	台安县	122.429736	41.38686
210323	210300	3	district	岫岩满族自治县	210000,210300,210323	辽宁省,鞍山市,岫岩满族自治县	辽宁省	鞍山市	岫岩满族自治县	123.28833	40.281509
210311	210300	3	district	千山区	210000,210300,210311	辽宁省,鞍山市,千山区	辽宁省	鞍山市	千山区	122.949298	41.068909
210304	210300	3	district	立山区	210000,210300,210304	辽宁省,鞍山市,立山区	辽宁省	鞍山市	立山区	123.024806	41.150622
210302	210300	3	district	铁东区	210000,210300,210302	辽宁省,鞍山市,铁东区	辽宁省	鞍山市	铁东区	122.994475	41.110344
210303	210300	3	district	铁西区	210000,210300,210303	辽宁省,鞍山市,铁西区	辽宁省	鞍山市	铁西区	122.971834	41.11069
210381	210300	3	district	海城市	210000,210300,210381	辽宁省,鞍山市,海城市	辽宁省	鞍山市	海城市	122.752199	40.852533
211300	210000	2	city	朝阳市	210000,211300	辽宁省,朝阳市	辽宁省	朝阳市		120.451176	41.576758
211302	211300	3	district	双塔区	210000,211300,211302	辽宁省,朝阳市,双塔区	辽宁省	朝阳市	双塔区	120.44877	41.579389
211381	211300	3	district	北票市	210000,211300,211381	辽宁省,朝阳市,北票市	辽宁省	朝阳市	北票市	120.766951	41.803286
211321	211300	3	district	朝阳县	210000,211300,211321	辽宁省,朝阳市,朝阳县	辽宁省	朝阳市	朝阳县	120.404217	41.526342
211303	211300	3	district	龙城区	210000,211300,211303	辽宁省,朝阳市,龙城区	辽宁省	朝阳市	龙城区	120.413376	41.576749
211324	211300	3	district	喀喇沁左翼蒙古族自治县	210000,211300,211324	辽宁省,朝阳市,喀喇沁左翼蒙古族自治县	辽宁省	朝阳市	喀喇沁左翼蒙古族自治县	119.744883	41.125428
211322	211300	3	district	建平县	210000,211300,211322	辽宁省,朝阳市,建平县	辽宁省	朝阳市	建平县	119.642363	41.402576
211382	211300	3	district	凌源市	210000,211300,211382	辽宁省,朝阳市,凌源市	辽宁省	朝阳市	凌源市	119.404789	41.243086
370000	100000	1	province	山东省	370000	山东省	山东省			117.000923	36.675807
370200	370000	2	city	青岛市	370000,370200	山东省,青岛市	山东省	青岛市		120.355173	36.082982
370285	370200	3	district	莱西市	370000,370200,370285	山东省,青岛市,莱西市	山东省	青岛市	莱西市	120.526226	36.86509
370215	370200	3	district	即墨区	370000,370200,370215	山东省,青岛市,即墨区	山东省	青岛市	即墨区	120.447352	36.390847
370212	370200	3	district	崂山区	370000,370200,370212	山东省,青岛市,崂山区	山东省	青岛市	崂山区	120.467393	36.102569
370214	370200	3	district	城阳区	370000,370200,370214	山东省,青岛市,城阳区	山东省	青岛市	城阳区	120.389135	36.306833
370211	370200	3	district	黄岛区	370000,370200,370211	山东省,青岛市,黄岛区	山东省	青岛市	黄岛区	119.995518	35.875138
370203	370200	3	district	市北区	370000,370200,370203	山东省,青岛市,市北区	山东省	青岛市	市北区	120.355026	36.083819
370202	370200	3	district	市南区	370000,370200,370202	山东省,青岛市,市南区	山东省	青岛市	市南区	120.395966	36.070892
370281	370200	3	district	胶州市	370000,370200,370281	山东省,青岛市,胶州市	山东省	青岛市	胶州市	120.006202	36.285878
370283	370200	3	district	平度市	370000,370200,370283	山东省,青岛市,平度市	山东省	青岛市	平度市	119.959012	36.788828
370213	370200	3	district	李沧区	370000,370200,370213	山东省,青岛市,李沧区	山东省	青岛市	李沧区	120.421236	36.160023
371500	370000	2	city	聊城市	370000,371500	山东省,聊城市	山东省	聊城市		115.980367	36.456013
371525	371500	3	district	冠县	370000,371500,371525	山东省,聊城市,冠县	山东省	聊城市	冠县	115.444808	36.483753
371522	371500	3	district	莘县	370000,371500,371522	山东省,聊城市,莘县	山东省	聊城市	莘县	115.667291	36.237597
371503	371500	3	district	茌平区	370000,371500,371503	山东省,聊城市,茌平区	山东省	聊城市	茌平区	116.25335	36.591934
371502	371500	3	district	东昌府区	370000,371500,371502	山东省,聊城市,东昌府区	山东省	聊城市	东昌府区	115.980023	36.45606
371581	371500	3	district	临清市	370000,371500,371581	山东省,聊城市,临清市	山东省	聊城市	临清市	115.713462	36.842598
371524	371500	3	district	东阿县	370000,371500,371524	山东省,聊城市,东阿县	山东省	聊城市	东阿县	116.248855	36.336004
371521	371500	3	district	阳谷县	370000,371500,371521	山东省,聊城市,阳谷县	山东省	聊城市	阳谷县	115.784287	36.113708
371526	371500	3	district	高唐县	370000,371500,371526	山东省,聊城市,高唐县	山东省	聊城市	高唐县	116.229662	36.859755
370600	370000	2	city	烟台市	370000,370600	山东省,烟台市	山东省	烟台市		121.391382	37.539297
370614	370600	3	district	蓬莱区	370000,370600,370614	山东省,烟台市,蓬莱区	山东省	烟台市	蓬莱区	120.759074	37.811045
370683	370600	3	district	莱州市	370000,370600,370683	山东省,烟台市,莱州市	山东省	烟台市	莱州市	119.942135	37.182725
370602	370600	3	district	芝罘区	370000,370600,370602	山东省,烟台市,芝罘区	山东省	烟台市	芝罘区	121.385877	37.540925
370687	370600	3	district	海阳市	370000,370600,370687	山东省,烟台市,海阳市	山东省	烟台市	海阳市	121.168392	36.780657
370681	370600	3	district	龙口市	370000,370600,370681	山东省,烟台市,龙口市	山东省	烟台市	龙口市	120.528328	37.648446
370682	370600	3	district	莱阳市	370000,370600,370682	山东省,烟台市,莱阳市	山东省	烟台市	莱阳市	120.711151	36.977037
370685	370600	3	district	招远市	370000,370600,370685	山东省,烟台市,招远市	山东省	烟台市	招远市	120.403142	37.364919
370611	370600	3	district	福山区	370000,370600,370611	山东省,烟台市,福山区	山东省	烟台市	福山区	121.264741	37.496875
370613	370600	3	district	莱山区	370000,370600,370613	山东省,烟台市,莱山区	山东省	烟台市	莱山区	121.448866	37.473549
370686	370600	3	district	栖霞市	370000,370600,370686	山东省,烟台市,栖霞市	山东省	烟台市	栖霞市	120.834097	37.305854
370612	370600	3	district	牟平区	370000,370600,370612	山东省,烟台市,牟平区	山东省	烟台市	牟平区	121.60151	37.388356
370300	370000	2	city	淄博市	370000,370300	山东省,淄博市	山东省	淄博市		118.047648	36.814939
370322	370300	3	district	高青县	370000,370300,370322	山东省,淄博市,高青县	山东省	淄博市	高青县	117.829839	37.169581
370303	370300	3	district	张店区	370000,370300,370303	山东省,淄博市,张店区	山东省	淄博市	张店区	118.053521	36.807049
370305	370300	3	district	临淄区	370000,370300,370305	山东省,淄博市,临淄区	山东省	淄博市	临淄区	118.306018	36.816657
